OBJ_ID,Dat_obs,Hr_obs,Nb_coyotes,Alimentation,Statut_animal,Periode,Comp_class,Com_code,Cote,Territoire,Statut_mention,Provenance,Verif,X,Y,Lat,Long,geometry
152,"2017-08-17",,1,,,,"3",7,5.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294899.3588,5046121.747,"45,55493758","-73,62681065",POINT (294899.3588 5046121.747)
153,"2017-08-19",,1,,,,"2",5,3.6,"Saint-Laurent","Valide","MFFP","oui",291740.5757,5043111.996,"45,52780277","-73,66718893",POINT (291740.5757 5043111.996)
155,"2017-10-26",,1,,,,"4",9,7.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293624.2629,5046966.786,"45,56252221","-73,64316176",POINT (293624.2629 5046966.786)
156,"2017-10-25","23:25:05",1,"ordures",,"nuit","2",4,2.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293391.0315,5046937.454,"45,56225449","-73,64614877",POINT (293391.0315 5046937.454)
157,"2017-10-22",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291575.6777,5045269.506,"45,54721366","-73,66935825",POINT (291575.6777 5045269.506)
158,"2017-10-23",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",293765.9173,5048194.941,"45,57357577","-73,64137488",POINT (293765.9173 5048194.941)
159,"2017-10-21",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",288509.8434,5044190.326,"45,53743791","-73,70858493",POINT (288509.8434 5044190.326)
160,"2017-10-19",,1,,,,"4",8,6.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294579.3828,5046313.186,"45,55665559","-73,630913",POINT (294579.3828 5046313.186)
161,"2017-10-17",,1,,,,"4",9,7.6,"Villeray—Saint-Michel—Parc-Extension","Valide","MFFP","oui",295676.2406,5047624.556,"45,56847095","-73,61688815",POINT (295676.2406 5047624.556)
162,"2017-10-14",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292313.8033,5045257.398,"45,54711833","-73,65990512",POINT (292313.8033 5045257.398)
163,"2017-10-14",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294631.31,5045661.742,"45,55079444","-73,63023434",POINT (294631.31 5045661.742)
164,"2017-10-17",,1,,,,"3",7,5.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291340.6469,5044729.996,"45,54235448","-73,67235334",POINT (291340.6469 5044729.996)
165,"2017-10-17",,,,,,,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",291471.6414,5044342.184,"45,53886733","-73,67066534",POINT (291471.6414 5044342.184)
166,"2017-10-02","19:56:30",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294161.8502,5047692.763,"45,5690632","-73,63629105",POINT (294161.8502 5047692.763)
167,"2017-10-01",,1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",288391.89,5043863.51,"45,53449435","-73,71008428",POINT (288391.89 5043863.51)
168,"2017-10-02","01:06:22",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293862.2717,5046234.534,"45,55593696","-73,64009648",POINT (293862.2717 5046234.534)
169,"2017-10-03","22:58:00",3,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293671.2037,5047111.319,"45,56382352","-73,64256373",POINT (293671.2037 5047111.319)
170,"2017-10-09","21:57:00",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293784.2615,5047599.266,"45,56821601","-73,64112642",POINT (293784.2615 5047599.266)
171,"2017-10-08",,1,,,,"inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293866.2956,5047547.791,"45,56775412","-73,64007431",POINT (293866.2956 5047547.791)
172,"2017-10-18",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293354.444,5046477.896,"45,55811864","-73,6466067",POINT (293354.444 5046477.896)
173,"2017-10-17",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292111.6299,5046034.776,"45,55410977","-73,66251441",POINT (292111.6299 5046034.776)
174,"2017-10-17",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291822.0715,5045812.74,"45,55210649","-73,66621721",POINT (291822.0715 5045812.74)
175,"2017-09-29","02:44:44",1,,,"nuit","3",7,5.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293136.9043,5044553.577,"45,54079938","-73,6493473",POINT (293136.9043 5044553.577)
176,"2017-09-29","19:28:43",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291620.554,5045340.895,"45,54785689","-73,66878546",POINT (291620.554 5045340.895)
177,"2017-09-29","19:28:10",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291702.111,5045529.231,"45,54955314","-73,66774603",POINT (291702.111 5045529.231)
178,"2017-09-29","19:38:33",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291761.2545,5045286.727,"45,54737212","-73,66698211",POINT (291761.2545 5045286.727)
179,"2017-09-29","20:13:21",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291702.435,5045294.13,"45,54743763","-73,66773559",POINT (291702.435 5045294.13)
180,"2017-09-29","20:14:05",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293694.4884,5045719.558,"45,55130038","-73,64223385",POINT (293694.4884 5045719.558)
181,"2017-09-29","20:59:01",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294555.761,5046315.247,"45,55667379","-73,6312156",POINT (294555.761 5046315.247)
182,"2017-10-01","19:37:00",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",289346.946,5043419.028,"45,53051658","-73,6978421",POINT (289346.946 5043419.028)
183,"2017-10-01","19:26:57",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",288312.3157,5043937.134,"45,53515496","-73,7111056",POINT (288312.3157 5043937.134)
184,"2017-10-01","19:26:57",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",287925.9297,5043810.953,"45,5340103","-73,71604844",POINT (287925.9297 5043810.953)
185,"2017-10-01","20:00:47",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",288459.5552,5044092.27,"45,53655439","-73,70922556",POINT (288459.5552 5044092.27)
186,"2017-10-01","22:01:12",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293527.2244,5047201.665,"45,56463416","-73,64441023",POINT (293527.2244 5047201.665)
187,"2017-10-02","22:29:14",3,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294003.6843,5047451.16,"45,56688674","-73,63831206",POINT (294003.6843 5047451.16)
189,"2017-10-03","18:11:50",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294162.5416,5046754.594,"45,56062128","-73,63626178",POINT (294162.5416 5046754.594)
190,"2017-10-03","19:23:26",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291123.926,5044828.095,"45,54323298","-73,67513128",POINT (291123.926 5044828.095)
191,"2017-10-03","19:33:38",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291862.5468,5044507.309,"45,54036055","-73,66566431",POINT (291862.5468 5044507.309)
192,"2017-10-03","20:44:29",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291296.4976,5044203.003,"45,53761156","-73,67290415",POINT (291296.4976 5044203.003)
193,"2017-10-03","21:47:27",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291673.787,5043171.415,"45,52833619","-73,66804556",POINT (291673.787 5043171.415)
194,"2017-10-03","22:25:35",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293132.4727,5045376.446,"45,54820376","-73,64942366",POINT (293132.4727 5045376.446)
195,"2017-10-03","23:32:19",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294012.8653,5046080.632,"45,55455445","-73,63816421",POINT (294012.8653 5046080.632)
196,"2017-10-03","23:54:18",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293822.5199,5045550.522,"45,54978137","-73,6405903",POINT (293822.5199 5045550.522)
197,"2017-10-05","22:47:21",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",289453.9651,5045177.488,"45,54634214","-73,69652708",POINT (289453.9651 5045177.488)
199,"2017-10-07","03:30:02",3,,,"nuit","5",10,8.6,"Anjou","Valide","SPVM","oui",300882.9819,5052872.582,"45,61574297","-73,55022464",POINT (300882.9819 5052872.582)
200,"2017-10-08","23:36:56",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291616.6231,5044071.324,"45,5364328","-73,66880161",POINT (291616.6231 5044071.324)
201,"2017-10-08","23:00:03",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",290814.5843,5043756.198,"45,53358155","-73,67906197",POINT (290814.5843 5043756.198)
202,"2017-10-08","23:31:53",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",290049.3767,5044425.45,"45,53958793","-73,6888794",POINT (290049.3767 5044425.45)
203,"2017-10-10","20:12:18",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291325.6443,5044379.161,"45,53919726","-73,6725358",POINT (291325.6443 5044379.161)
204,"2017-10-10","23:25:13",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292070.1689,5045074.167,"45,54546515","-73,66302045",POINT (292070.1689 5045074.167)
205,"2017-10-12","20:59:44",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",289119.7913,5040835.162,"45,50726098","-73,70066763",POINT (289119.7913 5040835.162)
206,"2017-10-13","19:05:39",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293972.6863,5045968.786,"45,5535474","-73,63867636",POINT (293972.6863 5045968.786)
207,"2017-10-14","06:04:23",1,,,"crepuscule","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291616.5174,5043964.347,"45,53547018","-73,66880008",POINT (291616.5174 5043964.347)
208,"2017-10-14","19:24:14",1,,,"nuit","2",3,1.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291881.2584,5044498.12,"45,54027821","-73,66542446",POINT (291881.2584 5044498.12)
209,"2017-10-14","19:23:02",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291751.1693,5044554.265,"45,540781","-73,66709174",POINT (291751.1693 5044554.265)
210,"2017-10-14","20:26:54",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293969.1523,5046309.258,"45,55661102","-73,63872916",POINT (293969.1523 5046309.258)
211,"2017-10-14","20:51:28",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294562.8302,5045788.42,"45,55193333","-73,63111403",POINT (294562.8302 5045788.42)
212,"2017-10-14","21:08:52",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294683.2091,5045671.506,"45,55088306","-73,62956985",POINT (294683.2091 5045671.506)
213,"2017-10-14","22:19:14",1,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294604.6703,5047585.897,"45,56810821","-73,63061563",POINT (294604.6703 5047585.897)
214,"2017-10-16","05:45:24",1,,,"nuit","inconnue",1,0,"Rivière-des-Prairies-Pointe-aux-Trembles","Valide","SPVM","oui",304843.6968,5058741.847,"45,66856688","-73,49943919",POINT (304843.6968 5058741.847)
215,"2017-10-17","20:46:05",1,"ordures",,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292482.4593,5046094.472,"45,55465359","-73,6577663",POINT (292482.4593 5046094.472)
216,"2017-10-18","03:57:39",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294386.7207,5046306.415,"45,5565918","-73,6333806",POINT (294386.7207 5046306.415)
217,"2017-10-18","05:04:19",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",294049.1366,5046154.257,"45,55521751","-73,63770126",POINT (294049.1366 5046154.257)
218,"2017-10-18","05:04:19",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293531.926,5046308.442,"45,55659674","-73,64432942",POINT (293531.926 5046308.442)
219,"2017-10-18","18:38:48",1,,,"crepuscule","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293558.9774,5046849.001,"45,56146129","-73,64399536",POINT (293558.9774 5046849.001)
220,"2017-10-18","18:46:26",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293821.3945,5046543.423,"45,55871579","-73,64062699",POINT (293821.3945 5046543.423)
221,"2017-10-18","19:34:19",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294517.2385,5046341.347,"45,55690807","-73,63170957",POINT (294517.2385 5046341.347)
222,"2017-10-19","21:13:42",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291571.149,5044195.106,"45,53754577","-73,66938721",POINT (291571.149 5044195.106)
223,"2017-10-19","21:30:50",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293381.6278,5045163.389,"45,54629073","-73,64622782",POINT (293381.6278 5045163.389)
224,"2017-10-21","19:37:50",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291729.3329,5044940.854,"45,54425925","-73,66738168",POINT (291729.3329 5044940.854)
225,"2017-10-21","20:08:48",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292478.8577,5046076.827,"45,55449475","-73,65781198",POINT (292478.8577 5046076.827)
226,"2017-10-21","20:14:05",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292532.6285,5046194.776,"45,55555705","-73,65712623",POINT (292532.6285 5046194.776)
227,"2017-10-21","20:46:15",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293836.8693,5046222.856,"45,55583148","-73,64042159",POINT (293836.8693 5046222.856)
229,"2017-10-23","04:22:55",2,,,"nuit","3",7,5.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293791.5185,5048241.586,"45,57399591","-73,64104792",POINT (293791.5185 5048241.586)
230,"2017-10-23","07:32:58",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292527.3234,5046189.641,"45,55551075","-73,65719405",POINT (292527.3234 5046189.641)
231,"2017-10-23","07:32:26",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292408.6618,5045861.977,"45,55256022","-73,65870562",POINT (292408.6618 5045861.977)
232,"2017-10-23","07:36:58",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291982.6705,5045519.635,"45,54947201","-73,66415264",POINT (291982.6705 5045519.635)
233,"2017-10-26","00:01:06",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293630.3736,5046973.658,"45,56258414","-73,64308363",POINT (293630.3736 5046973.658)
234,"2017-10-26","11:22:46",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292753.2522,5046728.996,"45,56036798","-73,65431355",POINT (292753.2522 5046728.996)
235,"2017-10-26","11:33:36",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292460.0241,5046036.846,"45,55413466","-73,6580522",POINT (292460.0241 5046036.846)
236,"2017-10-26","11:34:19",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292378.1197,5045781.333,"45,55183402","-73,65909475",POINT (292378.1197 5045781.333)
237,"2017-10-26","11:43:55",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291633.2817,5044708.499,"45,54216662","-73,66860545",POINT (291633.2817 5044708.499)
238,"2017-10-26","11:52:58",1,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291673.8236,5044801.727,"45,54300629","-73,66808879",POINT (291673.8236 5044801.727)
239,"2017-10-27","19:03:33",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291764.9152,5046494.785,"45,55824267","-73,66696742",POINT (291764.9152 5046494.785)
240,"2017-10-28","13:28:33",1,,,"jour","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","SPVM","oui",303405.4393,5052148.316,"45,60923548","-73,51787922",POINT (303405.4393 5052148.316)
241,"2017-11-01","04:56:41",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",297121.3414,5046520.107,"45,55855021","-73,59835707",POINT (297121.3414 5046520.107)
242,"2017-11-01","08:01:31",2,,,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",289447.0304,5043841.396,"45,53431941","-73,69657399",POINT (289447.0304 5043841.396)
243,"2017-11-03","23:06:14",2,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293388.8641,5048562.269,"45,57687502","-73,64621446",POINT (293388.8641 5048562.269)
244,"2017-11-04","00:48:57",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293166.9758,5048714.945,"45,57824516","-73,64906121",POINT (293166.9758 5048714.945)
245,"2017-11-04","19:12:34",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294749.28,5048316.55,"45,57468495","-73,62877802",POINT (294749.28 5048316.55)
246,"2017-11-05","02:49:11",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293527.4378,5047207.384,"45,56468563","-73,64440763",POINT (293527.4378 5047207.384)
247,"2017-11-05","22:34:42",2,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",290446.3703,5045290.63,"45,54738138","-73,68382135",POINT (290446.3703 5045290.63)
248,"2017-11-06","17:49:21",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291743.0357,5044962.585,"45,54445504","-73,66720679",POINT (291743.0357 5044962.585)
249,"2017-11-06","17:52:40",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291994.518,5044914.471,"45,54402677","-73,66398507",POINT (291994.518 5044914.471)
250,"2017-11-06","17:56:44",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292344.5157,5045249.429,"45,54704717","-73,6595116",POINT (292344.5157 5045249.429)
251,"2017-11-06","18:12:52",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292361.8207,5045438.218,"45,54874627","-73,65929478",POINT (292361.8207 5045438.218)
252,"2017-11-06","18:45:07",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294368.2925,5046278.842,"45,55634342","-73,63361605",POINT (294368.2925 5046278.842)
253,"2017-11-08","06:23:02",1,,,"crepuscule","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294345.5452,5047712.216,"45,56924103","-73,63393806",POINT (294345.5452 5047712.216)
255,"2017-11-13","23:34:35",2,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293587.6124,5048426.149,"45,5756534","-73,64366472",POINT (293587.6124 5048426.149)
256,"2017-11-14","17:55:29",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294391.3135,5048243.52,"45,57402254","-73,63336301",POINT (294391.3135 5048243.52)
257,"2017-11-14","18:23:04",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294011.0358,5047987.927,"45,57171685","-73,63822972",POINT (294011.0358 5047987.927)
258,"2017-11-15","00:10:07",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293583.4127,5047489.337,"45,56722363","-73,64369703",POINT (293583.4127 5047489.337)
259,"2017-11-15","00:41:54",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293474.126,5048695.474,"45,57807503","-73,64512506",POINT (293474.126 5048695.474)
260,"2017-11-15","01:30:29",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294600.4766,5048655.467,"45,57773246","-73,63069168",POINT (294600.4766 5048655.467)
261,"2017-11-16","18:23:12",2,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294655.6804,5048615.979,"45,57737794","-73,62998351",POINT (294655.6804 5048615.979)
262,"2017-11-17","21:13:41",3,,,"nuit","2",4,2.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294582.8737,5047561.988,"45,56789275","-73,63089437",POINT (294582.8737 5047561.988)
263,"2017-11-18","21:08:51",1,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",291928.229,5045397.631,"45,54837317","-73,66484666",POINT (291928.229 5045397.631)
264,"2017-11-18","21:54:10",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293328.5875,5046350.999,"45,55697636","-73,64693492",POINT (293328.5875 5046350.999)
265,"2017-11-18","22:03:15",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294737.2593,5046396.872,"45,55741092","-73,62889253",POINT (294737.2593 5046396.872)
266,"2017-11-20","17:28:49",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",289437.3245,5043346.426,"45,52986528","-73,69668273",POINT (289437.3245 5043346.426)
267,"2017-11-20","17:42:47",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",288566.9376,5044026.536,"45,53596541","-73,70784845",POINT (288566.9376 5044026.536)
268,"2017-11-20","18:40:41",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",288836.0152,5044897.723,"45,54381084","-73,7044316",POINT (288836.0152 5044897.723)
